action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,remaining_time,dist
26,0,72,20300146,33.9293,148,115,-118.1218,3,1,0,3,34,18,0.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,15,5169,214,187.42731924668826
56,0,83,20300146,33.9443,146,100,-118.1238,2,1,0,3,24,17,1.0,0,0,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,15,5170,144,176.96327302578916
26,0,142,20300146,33.9633,172,81,-118.0978,7,2,0,3,49,19,0.0,0,0,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,15,5171,469,190.11838417154718
26,0,187,20300146,33.9783,-140,66,-118.4098,3,2,0,3,12,15,0.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,15,5172,192,154.77725931156684
26,0,207,20300146,33.8553,-166,189,-118.4358,0,2,0,3,47,25,0.0,1,2,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,15,5173,47,251.54919995897424
27,2,226,20300146,34.0443,0,0,-118.2698,11,3,0,3,38,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,15,5175,698,0.0
12,2,248,20300146,34.0443,0,0,-118.2698,7,3,0,3,2,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,15,5177,422,0.0
26,0,277,20300146,33.9043,-128,140,-118.3978,3,3,0,3,35,18,0.0,0,2,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,15,5178,215,189.69449122207
26,0,343,20300146,33.8753,199,169,-118.0708,7,4,0,3,46,26,0.0,1,3,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,15,5180,466,261.0785322465254
41,0,363,20300146,34.0343,82,10,-118.1878,6,4,0,3,24,8,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,15,5181,384,82.60750571225353
17,0,6,20300156,34.0883,-148,-44,-118.4178,11,1,0,3,3,15,1.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5182,663,154.40207252495026
12,2,17,20300156,34.0443,0,0,-118.2698,9,1,0,3,49,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5183,589,0.0
26,0,41,20300156,33.9303,-66,114,-118.3358,7,1,0,3,29,13,0.0,0,1,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5184,449,131.7269904006009
26,0,44,20300156,34.0703,112,-26,-118.1578,7,1,0,3,3,11,1.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5185,423,114.97825881443848
27,2,65,20300156,34.0443,0,0,-118.2698,5,1,0,3,24,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5187,324,0.0
27,2,67,20300156,34.0443,0,0,-118.2698,5,1,0,3,16,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5188,316,0.0
27,2,99,20300156,34.0443,0,0,-118.2698,2,1,0,3,48,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5189,168,0.0
56,0,149,20300156,34.0683,-92,-24,-118.3618,10,2,0,3,26,9,1.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5190,626,95.0789145920377
26,0,164,20300156,33.9783,138,66,-118.1318,8,2,0,3,49,15,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5191,529,152.97058540778355
26,0,182,20300156,33.9673,-6,77,-118.2758,6,2,0,3,38,7,1.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5192,398,77.23341245859851
27,2,196,20300156,34.0443,0,0,-118.2698,4,2,0,3,48,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5193,288,0.0
27,2,322,20300156,34.0443,0,0,-118.2698,5,3,0,3,46,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,22,5194,346,0.0
26,0,25,20300172,33.9393,-148,105,-118.4178,8,1,0,3,43,18,1.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5195,523,181.46349495146399
47,1,27,20300172,34.0443,0,0,-118.2698,8,1,0,3,32,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5196,512,0.0
27,2,37,20300172,34.0443,0,0,-118.2698,7,1,0,3,41,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5197,461,0.0
26,0,55,20300172,34.0503,44,-6,-118.2258,5,1,0,3,48,4,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5198,348,44.40720662234904
26,0,124,20300172,33.9853,144,59,-118.1258,11,2,0,3,25,15,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5199,685,155.6181223379848
1,2,133,20300172,34.0443,0,0,-118.2698,10,2,0,3,23,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5200,623,0.0
27,2,228,20300172,34.0443,0,0,-118.2698,2,2,0,3,42,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5201,162,0.0
26,0,322,20300172,33.9473,151,97,-118.1188,5,3,0,3,47,17,0.0,0,0,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5202,347,179.47144619688115
26,0,440,20300172,34.0573,-161,-13,-118.4308,6,4,0,3,30,16,0.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5205,390,161.5239920259526
26,0,456,20300172,34.0033,-95,41,-118.3648,4,4,0,3,7,10,0.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5208,247,103.46980235798269
26,0,462,20300172,34.0143,-25,30,-118.2948,3,4,0,3,50,3,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5209,230,39.05124837953327
27,2,465,20300172,34.0443,0,0,-118.2698,3,4,0,3,7,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5210,187,0.0
26,0,482,20300172,33.8633,-181,181,-118.4508,2,4,0,3,2,25,0.0,1,2,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5211,122,255.9726547895302
7,2,494,20300172,34.0443,0,0,-118.2698,1,4,0,3,9,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5212,69,0.0
17,0,500,20300172,33.9673,-71,77,-118.3408,0,4,0,3,41,10,1.0,0,1,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,8,5213,41,104.7377677822093
26,0,13,20300187,33.9303,-2,114,-118.2718,10,1,0,3,34,11,0.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,27,5214,634,114.0175425099138
26,0,51,20300187,33.9853,192,59,-118.0778,6,1,0,3,44,20,1.0,0,0,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,27,5215,404,200.8606482116395
12,2,55,20300187,34.0443,0,0,-118.2698,5,1,0,3,36,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,27,5216,336,0.0
26,0,150,20300187,33.9983,-204,46,-118.4738,7,2,0,3,16,20,0.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,27,5217,436,209.1219739769114
26,0,186,20300187,33.8473,174,197,-118.0958,4,2,0,3,38,26,1.0,1,3,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,27,5218,278,262.8402556687236
26,0,195,20300187,33.9173,-66,127,-118.3358,3,2,0,3,45,14,0.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,27,5219,225,143.1258187749506
26,0,220,20300187,33.8983,118,146,-118.1518,0,2,0,3,49,18,1.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,27,5222,49,187.72320048411703
26,0,243,20300187,33.9063,61,138,-118.2088,11,3,0,3,6,15,0.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,27,5223,666,150.88074761214565
56,0,283,20300187,33.8633,87,181,-118.1828,6,3,0,3,1,20,1.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,27,5225,361,200.8233054204616
41,0,292,20300187,34.0223,62,22,-118.2078,5,3,0,3,15,6,1.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,27,5226,315,65.7875368135941
27,2,355,20300187,34.0273,-34,17,-118.3038,10,4,0,3,49,3,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,27,5228,649,38.01315561749642
26,0,8,20300208,34.0313,138,13,-118.1318,10,1,0,3,24,13,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,24,5230,624,138.61096637712328
26,0,18,20300208,33.8423,151,202,-118.1188,9,1,0,3,15,25,1.0,1,3,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,24,5231,555,252.20031720836514
26,0,33,20300208,33.8293,121,215,-118.1488,6,1,0,3,57,24,0.0,1,3,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,24,5233,417,246.71035649116962
39,2,38,20300208,34.0443,0,0,-118.2698,6,1,0,3,20,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,24,5234,380,0.0
26,0,77,20300208,33.9653,77,79,-118.1928,2,1,0,3,48,11,1.0,0,0,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,24,5235,168,110.3177229641729
26,0,197,20300208,34.0673,120,-23,-118.1498,1,2,0,3,28,12,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,24,5236,88,122.18428704215611
27,2,211,20300208,34.0443,0,0,-118.2698,0,2,0,3,43,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,24,5237,43,0.0
26,0,223,20300208,33.9623,-85,82,-118.3548,11,3,0,3,38,11,0.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,24,5238,698,118.10588469674151
26,0,225,20300208,34.0413,-237,3,-118.5068,11,3,0,3,35,23,0.0,1,1,Left Corner 3,3,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,24,5239,695,237.01898658124415
7,2,282,20300208,34.0443,0,0,-118.2698,5,3,0,3,58,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,24,5241,358,0.0
26,0,95,20300222,33.7833,-28,261,-118.2978,4,1,0,3,22,26,0.0,1,4,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,5,5244,262,262.497619036821
12,2,166,20300222,34.0443,0,0,-118.2698,8,2,0,3,50,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,5,5246,530,0.0
26,0,174,20300222,33.9013,113,143,-118.1568,8,2,0,3,29,18,0.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,5,5247,509,182.25805880673698
27,2,249,20300222,34.0443,0,0,-118.2698,1,2,0,3,14,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,5,5250,74,0.0
26,0,269,20300222,33.5433,31,501,-118.2388,0,2,0,3,0,50,0.0,0,5,Backcourt,4,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,5,5251,0,501.9581655875318
24,0,295,20300222,34.0193,67,25,-118.2028,9,3,0,3,13,7,1.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,5,5252,553,71.5122367151245
26,0,320,20300222,33.8933,207,151,-118.0628,6,3,0,3,37,25,1.0,1,3,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,5,5253,397,256.2225595063791
23,4,339,20300222,34.0273,75,17,-118.1948,5,3,0,3,35,7,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,5,5255,335,76.90253571892151
27,2,53,20300234,34.0443,0,0,-118.2698,7,1,0,3,25,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-30,LAL vs. IND,11,5256,445,0.0
12,2,59,20300234,34.0443,0,0,-118.2698,6,1,0,3,53,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-30,LAL vs. IND,11,5257,413,0.0
34,2,77,20300234,34.0443,0,0,-118.2698,5,1,0,3,40,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-30,LAL vs. IND,11,5258,340,0.0
26,0,84,20300234,33.9753,-23,69,-118.2928,4,1,0,3,32,7,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2003-11-30,LAL vs. IND,11,5259,272,72.73238618387272
26,0,167,20300234,33.9783,-38,66,-118.3078,8,2,0,3,17,7,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2003-11-30,LAL vs. IND,11,5260,497,76.15773105863909
26,0,178,20300234,33.9423,-29,102,-118.2988,7,2,0,3,49,10,1.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2003-11-30,LAL vs. IND,11,5261,469,106.04244433244644
26,0,197,20300234,33.8663,121,178,-118.1488,6,2,0,3,16,21,0.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-11-30,LAL vs. IND,11,5262,376,215.23243250030885
12,2,217,20300234,34.0443,0,0,-118.2698,3,2,0,3,54,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-11-30,LAL vs. IND,11,5263,234,0.0
26,0,304,20300234,33.7943,66,250,-118.2038,6,3,0,3,57,25,1.0,1,4,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-11-30,LAL vs. IND,11,5264,417,258.5652722234755
26,0,323,20300234,33.8343,-145,210,-118.4148,4,3,0,3,39,25,0.0,1,2,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-11-30,LAL vs. IND,11,5265,279,255.1960031034969
26,0,4,20300251,33.8843,117,160,-118.1528,11,1,0,3,24,19,0.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5266,684,198.2145302443794
50,3,10,20300251,34.0313,24,13,-118.2458,10,1,0,3,43,2,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5267,643,27.294688127912362
26,0,54,20300251,33.9953,232,49,-118.0378,4,1,0,3,12,23,1.0,1,0,Right Corner 3,3,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5268,252,237.11811402758752
15,1,89,20300251,34.0323,13,12,-118.2568,11,2,0,3,47,1,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5270,707,17.69180601295413
26,0,92,20300251,34.0393,-82,5,-118.3518,11,2,0,3,18,8,0.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5271,678,82.15229759416349
17,0,106,20300251,34.0443,-135,0,-118.4048,9,2,0,3,16,13,1.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5273,556,135.0
26,0,199,20300251,33.8573,-49,187,-118.3188,1,2,0,3,31,19,0.0,0,4,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5274,91,193.31321734428818
7,2,248,20300251,34.0313,-61,13,-118.3308,8,3,0,3,0,6,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5275,480,62.369864518050704
26,0,309,20300251,34.0363,41,8,-118.2288,1,3,0,3,31,4,1.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5277,91,41.773197148410844
26,0,320,20300251,33.9293,217,115,-118.0528,0,3,0,3,28,24,0.0,1,3,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5278,28,245.58908770545975
26,0,326,20300251,33.9733,-148,71,-118.4178,0,3,0,3,0,16,0.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5279,0,164.14932226482082
12,2,354,20300251,34.0263,15,18,-118.2548,9,4,0,3,26,2,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5280,566,23.430749027719962
26,0,359,20300251,33.8863,59,158,-118.2108,9,4,0,3,16,16,1.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5281,556,168.65645555388622
42,2,372,20300251,34.0133,0,31,-118.2698,8,4,0,3,13,3,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5282,493,31.0
26,0,386,20300251,33.8703,10,174,-118.2598,6,4,0,3,55,17,0.0,0,4,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5283,415,174.28711943227475
27,2,399,20300251,34.0343,20,10,-118.2498,5,4,0,3,58,2,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5284,358,22.360679774997898
56,0,446,20300251,33.9393,41,105,-118.2288,0,4,0,3,49,11,0.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,5,5285,49,112.72089424769483
26,0,66,20300258,33.9073,15,137,-118.2548,6,1,0,3,9,13,0.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5287,369,137.81872151489435
26,0,71,20300258,33.9243,10,120,-118.2598,5,1,0,3,26,12,1.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5288,326,120.41594578792295
26,0,154,20300258,34.0183,89,26,-118.1808,9,2,0,3,42,9,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5289,582,92.72000862812729
26,0,203,20300258,33.9493,200,95,-118.0698,5,2,0,3,45,22,0.0,0,0,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5291,345,221.41589825484527
17,0,209,20300258,33.9553,194,89,-118.0758,5,2,0,3,11,21,1.0,0,0,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5292,311,213.44085831911377
26,0,214,20300258,33.8633,21,181,-118.2488,4,2,0,3,13,18,0.0,0,4,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5293,253,182.21415971323415
26,0,285,20300258,33.3803,-186,664,-118.4558,0,2,0,3,0,68,0.0,1,5,Backcourt,4,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5294,0,689.5592795402002
26,0,291,20300258,33.8503,154,194,-118.1158,11,3,0,3,29,24,1.0,1,3,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5295,689,247.69335881286764
34,2,296,20300258,34.0443,0,0,-118.2698,11,3,0,3,9,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5296,669,0.0
26,0,354,20300258,33.9803,-233,64,-118.5028,6,3,0,3,56,24,1.0,1,1,Left Corner 3,3,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5297,416,241.6298822579691
26,0,364,20300258,34.0033,36,41,-118.2338,5,3,0,3,34,5,1.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5298,334,54.56189146281496
27,2,365,20300258,34.0443,0,0,-118.2698,5,3,0,3,39,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5299,339,0.0
26,0,367,20300258,33.9883,-227,56,-118.4968,5,3,0,3,5,23,0.0,1,1,Left Corner 3,3,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5300,305,233.80547470065795
26,0,396,20300258,34.0533,-230,-9,-118.4998,3,3,0,3,27,23,0.0,1,1,Left Corner 3,3,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5301,207,230.17601960239037
34,2,399,20300258,34.0443,0,0,-118.2698,3,3,0,3,0,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5302,180,0.0
26,0,406,20300258,33.9993,89,45,-118.1808,2,3,0,3,21,9,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5303,141,99.72963451251589
26,0,432,20300258,33.9013,159,143,-118.1108,0,3,0,3,31,21,0.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5304,31,213.84573879317773
27,2,506,20300258,34.0443,0,0,-118.2698,4,4,0,3,57,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5305,297,0.0
27,2,516,20300258,34.0443,0,0,-118.2698,3,4,0,3,52,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5306,232,0.0
12,2,523,20300258,34.0443,0,0,-118.2698,3,4,0,3,1,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,13,5307,181,0.0
26,0,64,20300284,33.7873,16,257,-118.2538,3,1,0,3,35,25,1.0,1,4,Above the Break 3,3,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,1,5309,215,257.4975728040946
26,0,76,20300284,33.8713,123,173,-118.1468,1,1,0,3,41,21,1.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,1,5310,101,212.26869764522513
27,2,84,20300284,34.0443,0,0,-118.2698,0,1,0,3,55,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,1,5311,55,0.0
26,0,106,20300284,33.8983,-131,146,-118.4008,11,2,0,3,38,19,0.0,0,2,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,1,5312,698,196.1555505204989
27,2,109,20300284,34.0443,0,0,-118.2698,10,2,0,3,55,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,1,5313,655,0.0
41,0,228,20300284,33.9493,-117,95,-118.3868,0,2,0,3,26,15,0.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,1,5314,26,150.71164520368026
26,0,256,20300284,33.9043,108,140,-118.1618,9,3,0,3,28,17,0.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,1,5315,568,176.81628884240274
23,4,300,20300284,34.0273,14,17,-118.2558,5,3,0,3,11,2,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,1,5317,311,22.02271554554524
26,0,369,20300284,34.0273,143,17,-118.1268,10,4,0,3,22,14,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,1,5321,622,144.00694427700353
26,0,448,20300284,33.9833,130,61,-118.1398,3,4,0,3,3,14,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,1,5323,183,143.60013927569847
27,2,461,20300284,34.0443,0,0,-118.2698,2,4,0,3,5,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,1,5325,125,0.0
5,1,66,20300298,34.0443,0,0,-118.2698,9,1,0,3,15,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5326,555,0.0
26,0,75,20300298,33.9523,3,92,-118.2668,7,1,0,3,39,9,1.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5327,459,92.04890004774636
26,0,82,20300298,33.9033,-112,141,-118.3818,6,1,0,3,44,18,0.0,0,2,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5328,404,180.06943105369106
27,2,106,20300298,34.0393,-26,5,-118.2958,4,1,0,3,21,2,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5329,261,26.476404589747453
12,2,160,20300298,34.0443,0,0,-118.2698,11,2,0,3,16,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5330,676,0.0
26,0,189,20300298,33.8703,103,174,-118.1668,7,2,0,3,41,20,0.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5332,461,202.20039564748632
56,0,193,20300298,33.9913,5,53,-118.2648,7,2,0,3,14,5,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5333,434,53.23532661682466
1,2,205,20300298,34.0443,0,0,-118.2698,6,2,0,3,21,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5334,381,0.0
50,3,240,20300298,34.0443,0,0,-118.2698,4,2,0,3,23,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5335,263,0.0
26,0,302,20300298,33.9883,199,56,-118.0708,9,3,0,3,49,20,1.0,0,0,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5337,589,206.72929158684795
34,2,304,20300298,34.0443,0,0,-118.2698,9,3,0,3,12,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5338,552,0.0
26,0,421,20300298,33.9063,138,138,-118.1318,9,4,0,3,44,19,0.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,22,5339,584,195.16147160748713
